Date,City,Cause of Death
09/09/2014,Kusterdingen,Suicide
09/18/2014,Mannheim,Drug-Related
09/27/2014,Rotenburg Wuemme,Veh. Accid-Auto
09/29/2014,Moenchengladbach,Other Accident
10/24/2014,Koeln,Other Accident
11/05/2014,Hoenningen,Homicide
11/16/2014,Ludwigshafen,Other Accident
12/02/2014,Bavaria,Veh. Accid-Auto
01/28/2015,Luebeck,Suicide
02/24/2015,Bingen Am Rhein,Veh. Accid-Auto
03/28/2015,Hamburg,Suicide
03/31/2015,Talheim,Veh. Accid-Auto
05/10/2015,Goettingen,Suicide
05/12/2015,Munich  - Bavaria,Veh. Accid-Train
05/15/2015,Bad Neuenahr-Ahrweiler,Suicide
05/20/2015,Berlin,Other Accident
05/25/2015,Herbstein,Suicide
06/05/2015,Germering -  Bavaria,Suicide
07/16/2015,Berlin,Veh. Accid-Pedestr.
10/15/2015,Hamburg,Suicide
10/26/2015,Eisenberg,Suicide
10/26/2015,Graben-Neudorf,Veh. Accid-Auto
01/03/2016,Berlin,Suicide
01/19/2016,Bonn,Drug-Related
04/10/2016,Blaubeuren,Other Accident
05/21/2016,Neustadt An Der Donau,Veh. Accid-Auto
07/03/2016,Neulingen -  Baden-Württemberg,Suicide
07/11/2016,Bickendorf -  Rhineland-Palatinate,Veh. Accid-Auto
07/11/2016,Bickendorf -  Rhineland-Palatinate,Veh. Accid-Auto
07/21/2016,Ismaning  - Bavaria,Veh. Accid-Auto
07/29/2016,Heidelberg -  Baden-Württemberg,Suicide
08/09/2016,Langweiler -  Rhineland-Palatinate,Veh. Accid-Auto
09/15/2016,Freiburg im Breisgau -   Baden-Württemberg,Other Accident
10/23/2016,Freihung - Bavaria,Suicide
10/24/2016,Frankfurt am Main,Suicide
11/30/2016,Mering - Bavaria,Suicide
12/08/2016,Stuttgart,Suicide
01/03/2017,Idar-Oberstein,Suicide
01/16/2017,Wismar,Suicide
01/31/2017,Bavaria,Suicide
03/21/2017,Berlin,Drug-Related
04/10/2017,Hillscheid,Suicide
05/16/2017,Bavaria,Suicide
06/11/2017,Bavaria,Drowning
06/17/2017,Berlin,Other Accident
06/17/2017,Jena,Drug-Related
07/05/2017,Alfter -  North Rhine-Westphalia,Suicide
07/09/2017,Losheim am See -  Saarland,Veh. Accid-Auto
08/01/2017,Darmstadt -  Hesse,Suicide
08/03/2017,Heidelberg -  Baden-W�rttemberg,Suicide
08/31/2017,Koblenz -  Rhineland-Palatinate,Other Accident
10/03/2017,Kemberg -  Saxony-Anhalt,Veh. Accid-Auto
10/14/2017,Dortmund -  North Rhine-Westphalia,Drug-Related
10/14/2017,Esslingen am Neckar -  Baden-W�rttemberg,Unknown/Undetermined
02/07/2018,Wiesbaden -  Hesse,Other Accident
02/23/2018,Bad Rappenau -  Baden-Wurttemberg,Suicide
05/21/2018,Duesseldorf -  North Rhine-Westphalia,Suicide
05/20/2003,Maamedede Nsawam -  Ghana,Other Accident
06/09/2003,Rta-accra-kumasi Road -  Ghana,Veh. Accident-Auto
04/13/2004,Tema -  Ghana,Veh. Accident-Auto
05/27/2004,On Accra-tema Road -  Ghana,Homicide
08/26/2004,Elmina -  Ghana,Drowning
01/22/2005,Cape Coast-jukwa Road -  Cape Coast -  Ghana,Veh. Accident-Auto
12/14/2005,Accra -  Ghana,Veh. Accident-Auto
01/03/2006,Accra -  Ghana,Drowning
08/14/2006,Pokauase Road -  Ghana,Veh. Accident-Auto
11/20/2006,Kumasi-accra Road -  Nnadiesco -  Ghana,Veh. Accident-Auto
02/05/2007,Dzorwulu -  Ghana,Other Accident
04/15/2007,Achimota -  Ghana,Drowning - Pool¬†
07/03/2007,Accra -  Ghana,Veh. Accid-Pedestr.
02/03/2008,Accra -  Ghana,Drug-Related
03/30/2008,Accra -  Ghana,Drug-Related
05/01/2008,Tema -  Ghana,Homicide
05/15/2009,Tamale -  Tamale -  Ghana,Other Accident
05/24/2009,Cape Coast -  Ghana,Veh. Accid-Auto
02/23/2010,Juaso -  Ghana,Veh. Accid-Auto
10/22/2011,Trede- Kumasi -  Ghana,Veh. Accid-Auto
10/22/2011,Trede- Kumasi -  Ghana,Veh. Accid-Auto
03/16/2013,Elmina -  Ghana,Other Accident
01/12/2014,Tema -  Greater Accra,Drowning
09/18/2017,Tema -  Greater Accra,Homicide
11/04/2017,Accra,Drowning
02/02/2018,Ho -  Volta Region,Drug-Related
12/17/2002,Ano Voula -  Greece,Suicide
04/05/2003,Agios Stefanos Avlioton -  Corfu -  Greece,Drowning
05/16/2003,Glyfada -  Athens -  Greece,Suicide
05/19/2003,National Road Ioanninon -  Artas -  Greece,Veh. Accident-Auto
06/22/2003,Medical Center Of Atalanti -  Fthiotida -  Greece,Veh. Accident-Auto
08/21/2003,Voula -  Greece,Drowning
11/02/2003,Kifissia -  Athens -  Greece,Other Accident
11/14/2003,Thessaloniki -  Greece,Suicide
01/24/2004,11th Klm Of Thermopilon-antirio Highway -  Greece,Other Accident
02/05/2004,Agios Panteleimon -  Ag. Kyrikos -  Ikaria -  Greece,Suicide
05/06/2004,Niforeika -  Ahaia -  Greece,Suicide
05/09/2004,222 Syngrou Av. -  Athens -  Greece,Veh. Accident-Auto
06/10/2004,Mykonos -  Greece,Under Investigation
07/16/2004,Athens -  Greece,Veh. Accident - Auto
08/27/2004,Sparti -  Githio Highway -  Lakonia -  Greece,Veh. Accident - Auto
09/13/2004,Vourlioton -  Vatheos -  Samos -  Greece,Other Accident
12/30/2004,Pyrgi -  Hios -  Greece,Other Accident
03/30/2005,Km 114 Of The National Road Athens-patra -  Melisi -  Corinthias -  Greece,Veh. Accident-Auto
03/31/2005,Corinthos -  Greece,Veh. Accident-Auto
04/10/2005,Athens -  Greece,Veh. Accident-Motorcycle
06/12/2005,Kourountere Area -  Samos -  Greece,Veh. Accident-Motorcycle
07/05/2005,General State Hospital -  Athens -  Greece,Other Accident
08/14/2005,Grammatiko -  Attica -  Greece,Air Accident
08/25/2005,Sfakera -  Corfu Island -  Greece,Veh. Accident-Motorcycle
09/17/2005,Nikaia -  Greece,Other Accident
10/10/2005,Lavrio -  Greece,Homicide
10/20/2005,Athens -  Greece,Veh. Accident-Pedestrian
10/29/2005,Rhodes -  Greece,Other Accident
06/25/2006,Near Ahaia -  Greece,Drowning
07/03/2006,Stavros -  Halkidiki -  Greece,Homicide
07/13/2006,Kalamata -  Messinia -  Greece,Drowning
07/29/2006,Lesvos -  Greece,Homicide
08/04/2006,Lefkada -  Greece,Drowning
10/15/2006,Athens -  Greece,Veh. Accident-Pedestrian
11/02/2006,Athens -  Greece,Suicide
01/01/2007,2.8 Km Dionysou Ave -  Dionysos -  Attica -  Greece,Veh. Accident-Auto
03/19/2007,Tripi -  Lakonias -  Greece,Suicide
05/23/2007,Eretria -  Evia -  Greece,Homicide
07/14/2007,Kos -  Greece,Veh. Accid-Motorcy.
07/23/2007,Tripoli-nestani -  Greece,Veh. Accid-Auto
09/02/2007,Chania -  Crete -  Greece,DROWNING-Ocean
09/04/2007,Kos -  Greece,DROWNING-SEA
09/16/2007,Mesokambo Sea -  Samos -  Greece,Drowning
10/31/2007,Kalithea -  Greece,Other Accident
12/17/2007,Athens -  Greece,Other Accident
04/08/2008,Athens -  Greece,Veh. Accid-Auto
06/06/2008,Athens -  Greece,Veh. Accid-Auto
06/30/2008,Viota -  Greece,Drowning
07/26/2008,Athens -  Greece,Veh. Accid-Auto
09/18/2008,Symi -  Greece,Drowning-BEACH
12/06/2008,Naxos -  Greece,Other Accident
01/25/2009,Nikaia -  Greece,Other Accident
03/04/2009,Pyrgos -  Greece,Veh. Accid-Auto
03/14/2009,Glyfada -  Greece,Veh. Accid-Auto
04/10/2009,Nisiros -  Greece,Veh. Accid-Auto
04/25/2009,Cyclades -  Greece,Drowning
06/08/2009,Vathi -  Ithaki -  Greece,Suicide
06/30/2009,Syros -  Greece,Drowning
07/02/2009,Rhodes -  Greece,Drowning
07/12/2009,Athens -  Greece,Veh. Accid-Auto
07/12/2009,Athens -  Greece,Veh. Accid-Auto
07/12/2009,Athens -  Greece,Veh. Accid-Auto
08/01/2009,Nerotrivia - Halkida -  Greece,Drowning
08/25/2009,Voula -  Greece,Drowning
09/19/2009,Athens -  Greece,Other Accident
10/21/2009,Athens -  Greece,Veh. Accid-Auto
12/16/2009,Athens -  Greece,Homicide
02/24/2010,Kerkyra -  Greece,Other Accident
04/13/2010,Tripoli -  Greece,Veh. Accid-Auto
06/14/2010,Voula -  Greece,Drowning
07/01/2010,Thessaloniki -  Greece,Drowning
08/01/2010,Agiasos - Lesvos -  Greece,Maritime Accident
08/12/2010,Halkida -  Greece,Drowning
09/02/2010,Korinthos -  Greece,Drowning
09/14/2010,Nikea -  Greece,Veh. Accid-Motorcy.
11/02/2010,Tripolis -  Greece,Veh. Accid-Auto
11/02/2010,Tripolis -  Greece,Veh. Accid-Auto
12/18/2010,Parasporos -  Paros -  Greece,Veh. Accid-Auto
01/27/2011,Athens -  Greece,Other Accident
05/23/2011,Santorini Island -  Greece,Other Accident
07/29/2011,Athens -  Greece,Veh. Accid-Auto
08/03/2011,Chios -  Greece,Drowning
09/15/2011,Pefki -  Greece,Suicide
09/16/2011,Thessaloniki -  Greece,Veh. Accid-Motorcy.
10/05/2011,Kini -  Syros -  Greece,Drowning
11/23/2011,Pili -  Kos -  Greece,Other Accident
01/22/2012,Halkida -  Evia -  Greece,Homicide
02/07/2012,Dodecanese -  Greece,Drowning
02/10/2012,Elefsina -  Greece,Other Accident
04/04/2012,Nea Makri -  Greece,Vehicle Accident - Auto
04/14/2012,Rhodes -  Greece,Vehicle Accident - Auto
07/11/2012,Nea Smyrni -  Greece,Other Accident
08/24/2012,Athens -  Greece,Vehicle Accident - Auto
09/19/2012,Paros -  Greece,Drowning
12/08/2012,Kos -  Greece,Vehicle Accident - Motorcycle
05/25/2013,Piraeus -  Attica -  Greece,Veh. Accid-Pedestr.
07/02/2013,Pedeli -  Attica -  Greece,Drowning
07/22/2013,Ioannina -  Greece,Veh. Accid-Other
07/27/2013,Kalamaki -  Zakynthos -  Greece,Drowning
07/30/2013,Athens -  Greece,Other Accident
07/30/2013,Pieria -  Greece,Drowning
08/08/2013,Aperi -  Karpathos -  Greece,Drowning
08/31/2013,Arkasa -  Karpathos -  Greece,Drowning
07/04/2014,Bouka - Messinias,Drowning
07/10/2014,Mykonos,Drowning
07/14/2014,Kalloni -  Lesvos,Drowning
07/22/2014,Athens,Other Accident
09/09/2014,Thira - Thira,Drowning
09/24/2014,Thira - Thira,Drowning
10/10/2014,Thira - Cyclades,Drowning
11/05/2014,Piraeus,Other Accident
04/25/2015,Kifisia,Veh. Accid-Auto
05/23/2015,Sparti,Suicide
08/11/2015,Molaon,Drowning
08/28/2015,Aigina -  Attica,Drowning
10/01/2015,Agios Nikolaos,Veh. Accid-Auto
01/12/2016,Attica,Homicide
05/28/2016,Egira,Veh. Accid-Auto
06/24/2016,Hydra,Drowning
07/08/2016,Ialysos - Rhodes,Drowning
07/28/2016,Monemvasia - Lakonias,Drowning
07/30/2016,Sparta -  Laconia,Veh. Accid-Auto
08/25/2016,Paradisos Beach - Thasos,Drowning
09/04/2016,Skala -  Cephalonia,Drowning
09/14/2016,Mournies -  Chania,Veh. Accid-Auto
10/18/2016,Kavala -  Kavala,Other Accident
01/18/2017,Karpathos,Suicide
01/22/2017,Kavala,Veh. Accid-Auto
06/05/2017,Patmos,Drowning
06/05/2017,Zakynthos,Other Accident
07/07/2017,Zakynthos,Homicide
08/18/2017,Arkadias,Veh. Accid-Pedestr.
09/17/2017,Achaea,Veh. Accid-Auto
09/25/2017,Achaea,Veh. Accid-Auto
10/19/2017,Mykonos,Other Accident
01/19/2018,Kaisariani -  Attica,Suicide
10/14/2009,St. George's -  Grenada,Other Accident
06/26/2010,Sauteurs - St. Patrick -  Grenada,Drowning
11/11/2010,St. George's -  Grenada,Drowning
07/30/2012,Carriacou -  Grenada,Other Accident
06/01/2013,Hermitage -  St. Patricks -  Grenada,Other Accident
01/24/2016,St. David's,Homicide
03/12/2016,St. George's,Drowning
03/25/2016,St. George's,Veh. Accid-Auto
10/07/2002,Km 179.5 -  Santa Elena -  Chiquimula -  Guatemala,Veh. Accident-Auto
11/03/2002,Solola -  Guatemala,Veh. Accident-Bus
12/14/2002,Masagua -  Escuintla -  Guatemala,Homicide
01/06/2003,Santa Lucia Cotz -  Escuintla -  Guatemala,Homicide
03/28/2003,Aldea Chimanzana -  Solola -  Guatemala,Homicide
04/01/2003,Chimaltenango -  Guatemala,Veh. Accident-Auto
07/12/2003,Km 91 Ruta Al Pacifico -  Sta Lucia Cotz -  Escuintla -  Guatemala,Veh. Accident-Auto
07/12/2003,Km 91 Ruta Al Pacifico -  Sta Lucia Cotz -  Escuintla -  Guatemala,Veh. Accident-Auto
08/23/2003,Guatemala City -  Guatemala,Homicide
09/16/2003,Mixco -  Guatemala,Homicide
12/21/2003,Patzun -  Chimaltenango -  Guatemala,Homicide
01/07/2004,Retalhuleu -  Guatemala,Homicide
01/10/2004,Suchitepequez -  Guatemala,Homicide
03/04/2004,San Cristobal I -  Guatemala,Homicide
03/28/2004,Near Cementerio Bugambilias -  Guatemala,Homicide
05/17/2004,Guatemala City -  Guatemala,Homicide
06/01/2004,Km 342 Aldea La Cumbre -  San Luis -  Peten -  Guatemala,Veh. Accident-Auto
07/06/2004,¬†santa Rosa -  Guatemala,Veh. Accident - Bus
07/18/2004,Finca El Dorado -  Barbarena -  Santa Rosa -  Guatemala,Homicide
07/28/2004,Guatemala,Veh. Accident - Auto
12/29/2004,Col Roosevelt -  Guatemala,Suicide
01/04/2005,Guatemala,Veh. Accident-Auto
03/01/2005,Jacaltenango -  Huehuetenango -  Guatemala,Suicide
03/03/2005,Sanarate -  El Progreso -  Guatemala,Homicide
06/20/2005,Igss Escuintla -  Guatemala,Veh. Accident-Auto
08/11/2005,Km 24.6 Ca Interamericana -  San Lucas -  Sacatepequez -  Guatemala,Veh. Accident-Auto
11/08/2005,Guatemala City -  Guatemala,Homicide
11/15/2005,Rio Hondo -  Zacapa -  Guatemala,Homicide
01/28/2006,Carril Sur A Norte -  Anillo Periferico Zona 7 -  Entrada Col Sta Rita -   -  Guatemala City -  Guatemala,Veh. Accident-Bus
03/09/2006,Morales -  Izabel -  Guatemala,Drowning
04/30/2006,Hospital Privado -  Santa Elena De La Cruz -  Flores -  Peten -  Guatemala,Other Accident
07/27/2006,Los Amates -  Izabal -  Guatemala,Drowning
08/16/2006,Entrada A Aldea Jurgallon -  Chiquimula -  Guatemala,Veh. Accident-Auto
09/05/2006,Guatemala City -  Guatemala,Homicide
09/27/2006,Esquipulas -  Chiquimula -  Guatemala,Other Accident
10/17/2006,Villa Nueva -  Guatemala,Other Accident
11/13/2006,Guatemala City -  Guatemala,Homicide
01/16/2007,Guatemala City -  Guatemala,Other Accident
01/18/2007,Guatemala City -  Guatemala,Veh. Accident-Auto
01/25/2007,Nuevo Jalpatagua -  Guatemala,Homicide
01/27/2007,Aldea Chapas -  Nueva Santa Rosa  -  Santa Rosa -  Guatemala,Other Accident
01/30/2007,Guatemala City -  Guatemala,Veh. Accident-Auto
02/05/2007,Km. 12 Ruta A Cuyotenango -  Suchitepequez -  Guatemala,Veh. Accident-Auto
04/03/2007,Asuncion Mita -  Jutiapa -  Guatemala,Homicide
06/08/2007,Guatemala City -  Guatemala,Homicide
07/04/2007,Guatemala City -  Guatemala,Homicide
07/28/2007,Guatemala City -  Guatemala,Homicide
08/28/2007,Sta Cruz -  El Quiche -  Guatemala,Veh. Accid-Auto
09/26/2007,Sacatepequez -  Guatemala,Execution
10/08/2007,Guatemala City -  Guatemala,Other Accident
10/28/2007,Guatemala City -  Guatemala,Homicide
12/28/2007,San Benito Peten -  Guatemala,Homicide
01/11/2008,Guatemala City -  Guatemala,Homicide
01/11/2008,La Florida -  Guatemala,Homicide
01/18/2008,Antigua -  Sacatopequez -  Guatemala,Homicide
01/19/2008,Km 79.5 Ruta Antiga Puerto San Jose -  Masagua -  Escuintla -  Guatemala,Veh. Accid-Auto
04/04/2008,Livingston -  Izabal -  Guatemala,Drowning
04/26/2008,Km 43 C.a.1 -  Cuilapa -  Santa Rosa -  Guatemala¬†,Veh. Accid-Motorcy.
05/07/2008,Flores -  Peten -  Guatemala,Homicide
05/11/2008,Escuintala -  Guatemala,Drowning
08/08/2008,Chimaltenango -  Guatemala,Homicide
08/09/2008,Livingston -  Izabal -  Guatemala,Homicide
08/15/2008,Chiquimulilla -  Santa Rosa -  Guatemala,Veh. Accid-Auto
08/24/2008,Aldea La Puente -  Cabanas -  Zacapa -  Guatemala,Air Accident
08/24/2008,Aldea La Puente -  Cabanas -  Zacapa -  Guatemala,Air Accident
08/24/2008,Aldea La Puente -  Cabanas -  Zacapa -  Guatemala,Air Accident
08/24/2008,Aldea La Puente -  Cabanas -  Zacapa -  Guatemala,Air Accident
08/24/2008,Aldea La Puente -  Cabanas -  Zacapa -  Guatemala,Air Accident
08/24/2008,Aldea La Puente -  Cabanas -  Zacapa -  Guatemala,Air Accident
08/25/2008,San Nuestra Senora Del Pilar -  Guatemala,Air Accident
10/16/2008,Guatemala,Other Accident
01/11/2009,Centro 2 -  La Maquina -  Retalhuleu,Drowning
02/02/2009,Quetzaltenango -  Guatemala,Air Accident
02/03/2009,Jutiapa -  Guatemala,Homicide
03/09/2009,Teculutan -  Zacapa -  Guatemala,Homicide
03/29/2009,Retalhuleu -  Guatemala,Drowning
04/14/2009,Guatemala,Homicide
05/18/2009,Ixcan -  Quiche -  Guatemala,Homicide
07/03/2009,Palencia -  Guatemala,Other Accident
07/19/2009,Alta Verapaz -  Guatemala,Homicide
07/31/2009,Guatemala,Homicide
08/22/2009,Escuintla -  Guatemala,Other Accident
09/02/2009,Gualan -  Zacapa -  Guatemala,Other Accident
09/02/2009,Gualan -  Zacapa -  Guatemala,Other Accident
10/25/2009,El Progreso -  Sanarate -  Guatemala,Other Accident
10/26/2009,San Juan De Dios - Guatemala,Other Accident
10/28/2009,San Juan De Dios - Guatemala,Other Accident
01/25/2010,Puerto Sn Jose -  Escuintla -  Guatemala,Homicide
05/26/2010, Zona 3 - Guatemala,Air Accident
05/30/2010,Guatemala,Other Accident
06/30/2010,Malacatan -  San Marcos -  Guatemala,Homicide
07/11/2010,Guatemala City -  Guatemala,Homicide
08/07/2010,Joyabaj -  Quiche -  Guatemala,Other Accident
10/11/2010,Amatitlan -  Guatemala,Homicide
12/08/2010,Puerto Barrios -  Izabal -  Guatemala,Homicide
01/10/2011,Santiago Atitlan -  Solola -  Guatemala,Air Accident
01/27/2011,Amatitlan -  Guatemala,Homicide
02/10/2011,Tiquisate Escuintla -  Guatemala,Drowning
03/11/2011,Guatemala City -  Guatemala,Homicide
06/05/2011,Chiquimula -  Guatemala,Other Accident
06/07/2011,San Lucas Sacatepequez -  Guatemala,Homicide
07/01/2011,Cipresales -  Guatemala,Homicide
07/12/2011,Chimaltenango -  Guatemala,Homicide
07/30/2011,La Gomera -  Escuintla -  Guatemala,Other Accident
07/31/2011,Santa Rosa -  Chiquimulilla -  Guatemala,Maritime Accident
08/13/2011,Puerto San Jose -  Escuintla -  Guatemala,Homicide
08/13/2011,San Rafael Ii -  Guatemala,Veh. Accid-Auto
01/02/2012,Solola -  Guatemala,Vehicle Accident - Auto
01/27/2012,Ocos -  San Marcos -  Guatemala,Drowning
01/27/2012,Ocos -  San Marcos -  Guatemala,Drowning
02/07/2012,Guatemala -  Guatemala,Homicide
02/11/2012,Escuintla -  Guatemala,Homicide
06/10/2012,Quetzaltenango -  Guatemala,Vehicle Accident - Auto
07/02/2012,Guatemala City -  Guatemala,Other Accident
07/24/2012,Solola -  Guatemala,Drowning
11/07/2012,San Crist√≥bal Cucho -  San Marcos -  Guatemala,Disaster
12/15/2012,Guatemala City -  Guatemala,Homicide
01/15/2013,San Miguel Petata -  Guatemala,Homicide
03/23/2013,Moyuta -  Jutiapa -  Guatemala,Homicide
03/30/2013,Canton Anono -  San Jose Pinula -  Guatemala,Homicide
04/19/2013,Quetzaltenango -  Guatemala,Veh. Accid-Auto
05/11/2013,Solola -  Guatemala,Veh. Accid-Auto
05/19/2013,Retalhuleu -  Guatemala,Homicide
06/19/2013,San Marcos -  Guatemala,Other Accident
07/22/2013,Puerto San Jose -  Escuintla -  Guatemala,Drowning
07/26/2013,Morales -  Izabal -  Guatemala,Suicide
07/26/2013,Morales -  Izabal -  Guatemala,Homicide
10/23/2013,Cerro Vivo -  Car. a Chinautla -  Guatemala,Other Accident
11/10/2013,Buenos Aires -  Guatemala,Veh. Accid-Auto
01/30/2014,Guatemala -  Guatemala,Homicide
03/08/2014,Antigua,Homicide
03/22/2014,San Andres Villa Seca -  Retalhuleu,Drowning
04/01/2014, Palo Gordo -  San Marcos,Air Accident
04/02/2014, Palo Gordo -  San Marcos,Air Accident
04/05/2014,Guatemala -  Guatemala,Homicide
04/22/2014,Zacapa,Other Accident
09/11/2014,Tiquisate - Escuintla,Drowning
10/20/2014,Quetzaltenango,Other Accident
11/12/2014,Pto.San Jose - Escuintla,Drowning
07/01/2015,Sacatepequez,Other Accident
08/21/2015,Chiquimula,Homicide
11/01/2015,Poptun -  Peten,Air Accident
11/01/2015,Poptun -  Peten,Air Accident
11/08/2015,Mazatenango,Homicide
11/12/2015,Escuintla,Drowning
11/12/2015,Puerto San Jose,Drowning
11/20/2015,Izabal,Veh. Accid-Auto
11/28/2015,Malacatan -  San Marcos,Homicide
12/22/2015,Izabal,Other Accident
01/15/2016,Guatemala City,Homicide
02/14/2016,Quetzaltenango,Veh. Accid-Auto
05/04/2016,Rio Hondo,Other Accident
06/20/2016,Solola,Veh. Accid-Bus
07/05/2016,Chinautla -  Guatemala,Undetermined/Unknown
07/27/2016,Villa Nueva -  Guatemala,Homicide
09/29/2016,Nahualá -  Sololá ,Veh. Accid-Auto
10/14/2016,San Lucas Sacatepéquez -  Sacatepéquez,Homicide
08/20/2017,Rio Dulce,Veh. Accid-Motorcy.
06/01/2014,Kankan,Drowning
12/31/2017,Bentouraya -  Coyah,Drowning
12/31/2017,Bentourayah -  Coyah,Drowning
08/08/2003,Georgetown -  Guyana,Drowning
12/05/2004,Georgetown -  Guyana,Veh. Accident-Auto
03/30/2005,Rupununi -  Lethem -  Guyana,Homicide
03/30/2005,Rupununi -  Lethem -  Guyana,Homicide
04/05/2005,East Bank Public Road -  Georgetown -  Guyana,Other Accident
11/26/2005,Black Bush Village -  Guyana,Homicide
12/10/2005,Georgetown -  Guyana,Homicide
05/08/2008,Georgetown -  Guyana,Homicide
06/17/2008,Georgetown -  Guyana,Drug-Related
10/25/2008,Berbice -  Guyana,Drowning
01/19/2011,Berbice -  Guyana,Homicide
04/12/2011,Georgetown -  Guyana,Homicide
06/13/2011,Berbice -  Guyana,Disaster
09/05/2011,Georgetown -  Guyana,Veh. Accid-Motorcy.
01/01/2012,West Coast Demerara -  Guyana,Homicide
04/27/2012,Corentyne -  Berbice -  Guyana,Homicide
07/08/2012,Demerara -  Guyana,Homicide
04/13/2013,Sparendaam -  East Coast Demerara -  Guyana,Air Accident
02/18/2015,Georgetown,Homicide
03/25/2015,Buxton -  East Coast Demerara,Homicide
08/10/2015,Polder,Veh. Accid-Auto
04/09/2017,East Bank Demerara,Drowning
10/02/2017,Georgetown,Homicide
10/15/2017,Corentyne -  Berbice,Veh. Accid-Auto
10/06/2002,Port-au-prince -  Haiti,Homicide
11/04/2002,Port-au-prince -  Haiti,Drowning
12/13/2002,Fond Parisien -  Haiti,Homicide
07/12/2003,Saint Louis Du Sud -  Haiti,Drowning
07/20/2003,Vignier National Route #1 -  Haiti,Veh. Accident-Auto
08/11/2003,Port-au-prince -  Haiti,Other Accident
08/24/2003,Cap-haitian -  Haiti,Air Accident
09/08/2003,Leogane -  Haiti,Homicide
09/08/2003,Leogane -  Haiti,Homicide
01/06/2004,Arcachon -  Haiti,Homicide
02/05/2004,Fermathe -  Haiti,Homicide
02/19/2004,Port-au-prince -  Haiti,Homicide
03/03/2004,Pont Sonde -  Haiti,Homicide
04/04/2004,Route De Freres #42 -  Port-au-prince -  Haiti,Drowning
04/19/2004,Ganthier -  Haiti,Homicide
07/26/2004,Leogane - ¬† Haiti,Other Accident
09/03/2004,Cap-haitian -  Haiti,Homicide
09/08/2004,Portail Leogane -  Haiti,Homicide
02/10/2005,Petion Ville -  Haiti,Homicide
03/16/2005,Port-au-prince -  Haiti,Homicide
04/20/2005,Port-au-prince -  Haiti,Homicide
